Pointer,Japanese,English,Draft version,Formatted?,Notes
0x16000e,"なんでだ?あんなにウマイのに!
 マズイよ! わかんない<*A>","Why? It's so good!
<Q>It's not!<|>I dunno.</Q><*A>","Why? It's so good!
It's not! / I dunno.",0,
0x160010,"ダイジョウブ!ちゃんとハミガキ
してるもんね!!<*2>",Don't worry! I take care to brush my teeth!<*2>,Don't worry! I take care to brush my teeth!,0,
0x160012,うん!ゴハンのオカズでもいいよ<*2>,Yeah! I could even eat it for lunch.<*2>,Yeah! I could even eat it for lunch.,0,ごはんのおかず → lunch
0x160014,オマエにはそうかんじるんだな<*2>,"Well, that's how YOU feel.<*2>","Well, that's how YOU feel.",0,
0x160016,オレにはオマエがわかんない<*2>,You don't even understand yourself!<*2>,You don't even understand yourself!,0,
#######,#149,,,,
0x160018,"ケイタイストラップがほしい!
なんかカワイイのもってない?
 ないなぁ じぶんでかえば?<*A>","I want a new cell phone strap. Do you have any nice ones?
<Q>Sorry<|>Get your own!</Q><*A>","I want a new cell phone strap. Do you have any nice ones?
Sorry / Get your own!",0,
0x16001a,ないのかじゃあいいや バイバイ<*2>,You don't? 'Kay then. Bye!<*2>,You don't? 'Kay then. Bye!,0,
0x16001c,イジワル!もういい!<*2>,Meanie! Forget you!<*2>,Meanie! Forget you!,0,
#######,#150,,,,
0x16001e,"みんながオレのこと『わがまま』
ってゆうんだよー!!
 だろうね そんなことないよ<*A>","People keep telling me I'm selfish!!
<Q>Yeah...<|>You're not!</Q><*A>","People keep telling me I'm selfish!!
Yeah... / You're not!",0,
0x160020,"オマエまでそんなことゆうのか?
 ホントのことじゃん うそ!<*A>","You too, <&name>?!
<Q>It's the truth<|>Got you!</Q><*A>","You too, <&name>?!
It's the truth / Got you!",0,
0x160022,"やさしいなぁ カンゲキだよ
 ゲンキだせ! きにすんな!<*A>","Thanks for being so nice...
<Q>Cheer up!<|>Don't mind it!</Q><*A>","Thanks for being so nice...
Cheer up! / Don't mind it!",0,
0x160024,"なんだよ!オレなんかよリも
チョーワガママなやついるんだぜ<*2>",What?! There are people with egos wayyyyy bigger than mine!<*2>,What?! There are people with egos wayyyyy bigger than mine!,0,
0x160026,びっくリしたー!おどかすなよ!<*2>,Geez... Don't scare me like that!<*2>,Geez... Don't scare me like that!,0,
0x160028,うん ゲンキがでたよ!<*2>,Yeah! I feel better now!<*2>,Yeah! I feel better now!,0,
0x16002a,"もうほかのヤツのゆうことは
きにしないようにするよ!!<*2>",Okay! I won't worry what people say!<*2>,Okay! I won't worry what people say!,0,
#######,#151,,,,
0x16002c,"あぁーつかれちゃった オネガイ
おぶってよ
 いまどこだよ やなこった<*A>","Man, I'm exhausted... Gimme a piggyback ride!
<Q>Where you at?<|>No way</Q><*A>","Man, I'm exhausted... Gimme a piggyback ride!
Where you at? / No way",0,
0x16002e,"オマエのウシロだよぉ!!
 ぎゃぁー! なにいってんの?<*A>","I'm right behind you!!
<Q>Gah!!<|>Can't fool me</Q><*A>","I'm right behind you!!
Gah!! / Can't fool me",0,
0x160030,ちぇー <&name>のケチ! なんだと! いいもん<*A>,"Bah, look at scrooge over here...
<Q>What!<|>Yeah, yeah</Q><*A>","Bah, look at scrooge over here...
What! / Yeah, yeah",0,
0x160032,"アハハ うそだよー!オマエ
オクビョウだな みんなにはなそ<*2>","Hahaha, got you! You're such a wimp. I'm off to tell everyone!<*2>","Hahaha, got you! You're such a wimp. I'm off to tell everyone!",0,
0x160034,なんだ ひっかからなかったか<*2>,"Aw, that's no fun.<*2>","Aw, that's no fun.",0,
0x160036,もうたのまないよーだ!!<*2>,I won't depend on you for things like this again!<*2>,I won't depend on you for things like this again!,0,
0x160038,ケチ ケチ ベーだ<*2>,Scroogey scroogey scrooooge!<*2>,Scroogey scroogey scrooooge!,0,
#######,#152,,,,
0x16003a,"うごかないで!!コンタクトを
おとしちゃったんだ!!
 ホントに? ここにはないよ<*A>","Don't move!! I dropped one of my contacts!
<Q>Really?<|>It's not here</Q><*A>","Don't move!! I dropped one of my contacts!
Really? / It's not here",0,
0x16003c,"うそ ゆってみたかったんだ
 あっそ ひつようないでしょ<*A>","Nah, I just thought I'd mess with you a bit.
<Q>Uh-huh.<|>Would you need them?</Q><*A>","Nah, I just thought I'd mess with you a bit.
Uh-huh. / Would you need them?",0,
0x16003e,"だよね <&name>
ここにはいないもんね
ただコンタクトを
じまんしたかったんだ!!
 もってんだ? めがわるいの?<*A>","Right, it wouldn't be. I just wanted to brag about my contact lenses!
<Q>You use contacts?<|>Bad eyesight?</Q><*A>","Right, it wouldn't be. I just wanted to brag about my contact lenses!
You use contacts? / Bad eyesight?",0,
0x160040,"『あっそ』ってつめたいなあ
ジョーダンだってばぁ<*2>","What do you mean, ""uh-huh""! It was a joke! Blehhh!<*2>","What do you mean, ""uh-huh""! It was a joke! Blehhh!",0,
0x160042,"いや さいきんゲームの
やリすぎで めが
わるくなっちゃったんだ
<&name>もきをつけて!<*2>","I've just been playing video games too much lately, so my eyesight's getting worse. Watch out for that, <&name>!<*2>","I've just been playing video games too much lately, so my eyesight's getting worse. Watch out for that, <&name>!",0,
0x160044,"うんデンジュウカイでコンタクト
してるデンジュウはオレくらい
だぜ!スゴイだろ!<*2>",I might be the only one in the Denjuu World with contacts! Aren't I great?<*2>,I might be the only one in the Denjuu World with contacts! Aren't I great?,0,
0x160046,さいきんきゅうにね はぁ<*2>,Recently it's been getting worse... Sigh...<*2>,Recently it's been getting worse... Sigh...,0,
#######,#153,,,,
0x160048,"オレとおなじしゅぞくのトモダチ
っているの?
 いるよ いないとおもう<*A>","Hey, do you have other friends of the same species as me?
<Q>Yeah<|>I don't think so</Q><*A>","Hey, do you have other friends of the same species as me?
Yeah / I don't think so",0,
0x16004a,"なに いるのか?それはダメだ!
オレいがいのトモダチはダメ!
 そんなこといわれても やだ!<*A>","You do?! No way! You can't have friends other than me!
<Q>I do though<|>Nonsense!</Q><*A>","You do?! No way! You can't have friends other than me!
I do though / Nonsense!",0,
0x16004c,"そうかそうか よかった
 なんで? わがままゆうなよ<*A>","Ah-hah, uh-huh. That's good.
<Q>Why?<|>Don't be selfish</Q><*A>","Ah-hah, uh-huh. That's good.
Why? / Don't be selfish",0,
0x16004e,だめなものはだダメェー!!<*2>,No!! No wayyy!!<*2>,No!! No wayyy!!,0,
0x160050,"オレよリほかのトモダチのほうが
なかよしなのか?チキショー!<*2>","Are you better friends with them, too? Darn it!!<*2>","Are you better friends with them, too? Darn it!!",0,
0x160052,"だってイチバンなかよしで
いたいんだもん!!<*2>",Because I wanna be your #1 best friend!!<*2>,Because I wanna be your #1 best friend!!,0,
0x160054,"ゆってないよぉ このくらい
わがままにははいらないよ<*2>",I'm not! This isn't enough to be called selfish!<*2>,I'm not! This isn't enough to be called selfish!,0,
#######,#154,,,,
0x160056,"ねえ さっきジテンシャみたよ
<&name>はのれるの?
 あたリまえじゃん のれない<*A>","I just saw a bike over here... Can you ride a bike, <&name>?
<Q>Of course<|>No</Q><*A>","I just saw a bike over here... Can you ride a bike, <&name>?
Of course / No",0,
0x160058,"のれるんだ?オレものリたい
けど むずかしそうだなあ
 カンタンだよ! アシとどく?<*A>","You can? I wanna learn too, but it looks hard...
<Q>It's easy!<|>Would your feet reach?</Q><*A>","You can? I wanna learn too, but it looks hard...
It's easy! / Would your feet reach?",0,
0x16005a,"そうか はやくのれるといいな!
 そうだね のれなくてもいいよ<*A>","Oh, okay. I hope you learn soon!
<Q>Yeah!<|>I'm fine</Q><*A>","Oh, okay. I hope you learn soon!
Yeah! / I'm fine",0,
0x16005c,"カンタンか?よし じゃあオレ
がんばってみようかな<*2>","It is? Cool! Maybe I should try, then!<*2>","It is? Cool! Maybe I should try, then!",0,
0x16005e,"ああっ!いまオレのこと
バカにしただろ!!<*2>",Grr! Don't make fun of me!!<*2>,Grr! Don't make fun of me!!,0,
0x160060,"オレもレンシュウするから
オマエもがんばれよ!<*2>",I'll practice too! Keep at it!<*2>,I'll practice too! Keep at it!,0,
0x160062,"なにいってんだ!ジテンシャに
のれたら きっとモテモテだぞ!<*2>",What are you saying?! You'd be so popular if you could ride a bike!<*2>,What are you saying?! You'd be so popular if you could ride a bike!,0,
#######,#155,,,,
0x160064,"ミズデッポウがほしいんだけど
<&name>もってる?
 もってるよ もってない<*A>","I want a water gun... Do you have one, <&name>?
<Q>I do<|>I don't</Q><*A>","I want a water gun... Do you have one, <&name>?
I do / I don't",0,
0x160066,"いいなあ ちょうだいよー
 どうするの? やだよ<*A>","Nice! Let me borrow it?
<Q>Why?<|>It's mine!</Q><*A>","Nice! Let me borrow it?
Why? / It's mine!",0,
0x160068,じゃあいっしょにかいにいこうぜ! なんで? ベつにいらないよ<*A>,"Let's go buy water guns together!
<Q>Why?<|>I don't need one</Q><*A>","Let's go buy water guns together!
Why? / I don't need one",0,
0x16006a,"どうってそれでワルモノを
たおすんだよ!!<*2>","I'll use it to fight bad guys, of course!<*2>","I'll use it to fight bad guys, of course!",0,
0x16006c,"ケチーさてはオレがこれいじょう
つよくなるのをおそれているな?<*2>",C'mon... Are you afraid I'll become even tougher than I already am?<*2>,C'mon... Are you afraid I'll become even tougher than I already am?,0,
0x16006e,"だって おまえだってつよく
なリたいだろ??<*2>",Don't you wanna toughen up too?<*2>,Don't you wanna toughen up too?,0,
0x160070,いらなくない!<*2>,"You totally do, though!<*2>","You totally do, though!",0,
#######,#156,,,,
0x160072,Tーファンガーのトモダチできた? うん ぜんぜん<*A>,"Have you made any T-Fanger friends?
<Q>Yeah<|>No, none</Q><*A>","Have you made any T-Fanger friends?
Yeah / No, none",0,
0x160074,"そうか よかったな
 うん デンジュウもふえたよ!<*A>","Cool. That's good.
<Q>Yeah<|>Denjuu friends too!</Q><*A>","Cool. That's good.
Yeah / Denjuu friends too!",0,
0x160076,"なんでできないんだろう?
 はずかしがリやなの さぁ?<*A>","Wonder why you're not making friends.
<Q>I'm shy!<|>You tell me.</Q><*A>","Wonder why you're not making friends.
I'm shy! / You tell me.",0,
0x160078,"デンジュウのトモダチもわすれ
ないでくれよ!!<*2>","Don't forget your Denjuu friends, though!!<*2>","Don't forget your Denjuu friends, though!!",0,
0x16007a,"おぉー!スバラシイ!
そのちょうしだ!!<*2>",Oho! Wonderful! That's the spirit!!<*2>,Oho! Wonderful! That's the spirit!!,0,
0x16007c,"それだ!そのセイカクがダメ!
もっとガンガンいくんだぁ!!<*2>",That has to be it! Don't be like that! You gotta come on a bit stronger!<*2>,That has to be it! Don't be like that! You gotta come on a bit stronger!,0,
0x16007e,"もうしょうがないなあ!
もっとしっかリしないとダメだぞ<*2>",I guess you just have to work on it a bit harder!<*2>,I guess you just have to work on it a bit harder!,0,
#######,#157,,,,
0x160080,"ショップでアルバイトしようと
おもうんだけど どうかな?
 できんの? えらいね<*A>","I'm thinking about getting a part-time job at a shop.
<Q>Can you do that?<|>Nice!</Q><*A>","I'm thinking about getting a part-time job at a shop.
Can you do that? / Nice!",0,
0x160082,"できるよ!イラッシャイマセー!
 いいんじゃない? ププッ<*A>","I totally can! ""That'll be 40 chiru. Do you want a bag with that?""
<Q>That's great!<|>*Snicker*</Q><*A>","I totally can! ""That'll be 40 chiru. Do you want a bag with that?""
That's great! / *Snicker*",0,
0x160084,"エヘヘ おかねをためて
ニンゲンカイをたびするんだ!
 ガンバレ! ニンゲンカイヘ?<*A>","Hohoho, I think I'll save up and take a trip to the Human World!
<Q>You can do it!<|>Why go there?</Q><*A>","Hohoho, I think I'll save up and take a trip to the Human World!
You can do it! / Why go there?",0,
0x160086,"でしょ?このウツクシイこえに
ぴったリのシゴトでしょ?<*2>",Right?! It's a perfect job for this silken voice of mine.<*2>,Right?! It's a perfect job for this silken voice of mine.,0,
0x160088,なぜわらう??<*2>,Why are you laughing??<*2>,Why are you laughing??,0,
0x16008a,うん!ガンガンはたらくぜ!<*2>,Yeah! I'll be such a good employee!<*2>,Yeah! I'll be such a good employee!,0,
0x16008c,"そう たびをしてキミの
すんでるところをみてくるよ!<*2>",Because I can go see the place where you live!<*2>,Because I can go see the place where you live!,0,
#######,#158,,,,
0x16008e,"ニンゲンカイにはなんしゅるいの
ケイタイデンワがあるの?
 たくさん わかんない<*A>","How many models of cell phone are there in the Human World?
<Q>Many<|>No idea</Q><*A>","How many models of cell phone are there in the Human World?
Many / No idea",0,
0x160090,"たくさんか?チョーオシャレな
ケイタイもあるんだろ?
 あるよ どうかな?<*A>","Then there are probably super stylish ones too, right?
<Q>Yeah<|>I dunno</Q><*A>","Then there are probably super stylish ones too, right?
Yeah / I dunno",0,
0x160092,<&name>はもってないの? もってるよ もってない<*A>,"You don't have one?
<Q>I do<|>I don't</Q><*A>","You don't have one?
I do / I don't",0,
0x160094,"いいなぁ ほしいなあ でも
デンジュウカイじゃつかえないね<*2>","Wow, I want one...  I guess I couldn't use it in the Denjuu World, though.<*2>","Wow, I want one...  I guess I couldn't use it in the Denjuu World, though.",0,
0x160096,"こんどニンゲンカイに
かえったら みてきてくれよ!<*2>","Next time you go to the Human World, look around a bit for me!<*2>","Next time you go to the Human World, look around a bit for me!",0,
0x160098,"えー!じゃあDショットと2つも
もってんのか?スゴイじゃん!<*2>","Whoa! So with the D-Shot, you have 2 phones? That's so cool!<*2>","Whoa! So with the D-Shot, you have 2 phones? That's so cool!",0,
0x16009a,じゃあDショットだいじにしろよ<*2>,"Make sure to take care of your D-Shot, then!<*2>","Make sure to take care of your D-Shot, then!",0,
#######,#159,,,,
0x16009c,"ニンゲンカイにもなにか
オイシイものある??
 あるよ なんでもおいしいよ<*A>","Is there good food in the Human World too?
<Q>Yes<|>All food is good there</Q><*A>","Is there good food in the Human World too?
Yes / All food is good there",0,
0x16009e,"ある?なにがおいしい?
 ニク ヤサイ<*A>","So you do have tasty food? Like what?
<Q>Meat<|>Veggies</Q><*A>","So you do have tasty food? Like what?
Meat / Veggies",0,
0x1600a0,"なんでもか?すごいいなあ!!
 いいでしょ おおげさかなぁ?<*A>","All food?! That sounds so good!
<Q>Right?<|>I exaggerated</Q><*A>","All food?! That sounds so good!
Right? / I exaggerated",0,
0x1600a2,ニク!ニク!オレニクだいすき!<*2>,Meat! Meat! I'm mad about meat!<*2>,Meat! Meat! I'm mad about meat!,0,
0x1600a4,えー!ヤサイ?オレはキラーイ!<*2>,Vegetables?! No way! I hate those!<*2>,Vegetables?! No way! I hate those!,0,
0x1600a6,"いいなあ オレもニンゲンカイで
せいかつしたいよ!<*2>",Nice... I wanna try living in the Human World too!<*2>,Nice... I wanna try living in the Human World too!,0,
0x1600a8,なんだよ!どっちだよ!もう!<*2>,What?! Don't lie like that!<*2>,What?! Don't lie like that!,0,
#######,#160,,,,
0x1600aa,"ねぇ メールってどうやって
おくったらいいの?
 Dショットつかって キアイで<*A>","Hey, what do you use to send text messages?
<Q>The D-Shot<|>Willpower</Q><*A>","Hey, what do you use to send text messages?
The D-Shot / Willpower",0,
0x1600ac,"ああ そうか!Dショットを
つかうんだんだ!
 そう たぶんね<*A>","Ohhhh, I see! You text using your D-Shot, huh!
<Q>Yep.<|>Probably.</Q><*A>","Ohhhh, I see! You text using your D-Shot, huh!
Yep. / Probably.",0,
0x1600ae,"キアイ?スゴイ!オレにはムリだ
 うそだよ そんなことないさ<*A>","Pure willpower? Awesome! I don't think I can do that.
<Q>Just kidding<|>You could!</Q><*A>","Pure willpower? Awesome! I don't think I can do that.
Just kidding / You could!",0,
0x1600b0,"アリガト
あとはじぶんでやってみる<*2>",Thanks! I'll try for myself later!<*2>,Thanks! I'll try for myself later!,0,
0x1600b2,"なんだ<&name>も
わかってないんじゃないか!<*2>","Hah! You don't know either, <&name>?!<*2>","Hah! You don't know either, <&name>?!",0,
0x1600b4,うそなのー?ヒドイよー!<*2>,Huh? That's mean! I believed you!<*2>,Huh? That's mean! I believed you!,0,
0x1600b6,"よし じゃあやってみるよ!!
むむむうう<*2>","Alright, then I'll try right now!
Hrrnngh....<*2>","Alright, then I'll try right now!
Hrrnngh....",0,
#######,#161,,,,
0x1600b8,"あー<&name>?
このまえはゴメンネ!
 なにが? なんかよう?<*A>","So, <&name>? I'm sorry about earlier.
<Q>About what?<|>What do you want</Q><*A>","So, <&name>? I'm sorry about earlier.
About what? / What do you want",0,
0x1600ba,"おぼえてないの?じゃあいいんだ
 なになに? ケンカのこと?<*A>","You don't remember? Oh, cool, nevermind then.
<Q>...What?!<|>Oh, our argument?</Q><*A>","You don't remember? Oh, cool, nevermind then.
...What?! / Oh, our argument?",0,
0x1600bc,"まだおこってるの?
いいかげんキゲンなおしてよぉー
 やだね ホントはおこってない<*A>","You're still mad? Come on, let's forget about it.
<Q>Never<|>I'm not really angry!</Q><*A>","You're still mad? Come on, let's forget about it.
Never / I'm not really angry!",0,
0x1600be,なんでもないよおー じゃあね<*2>,"Oh, nothing! Laters!<*2>","Oh, nothing! Laters!",0,
0x1600c0,"おもいださなくてもいいのにー
またなかよくしてね<*2>","Agh, I was hoping you wouldn't remember... Let's be friends again!<*2>","Agh, I was hoping you wouldn't remember... Let's be friends again!",0,
0x1600c2,"オレはスナオにあやまったのに!
もういいよ!!<*2>",I already apologized! Geez!<*2>,I already apologized! Geez!,0,
0x1600c4,"なんだー よかった
これからも なかよくしてな<*2>","Oh geez, phew. Let's get along, huh?<*2>","Oh geez, phew. Let's get along, huh?",0,
#######,#162,,,,
0x1600c6,アハハハ あー<&name>? どうしたの? うるさいなあ<*A>,"Ahahahaha! Oh, <&name>?
<Q>What happened?<|>Pipe down!</Q><*A>","Ahahahaha! Oh, <&name>?
What happened? / Pipe down!",0,
0x1600c8,"わかんない そのヘんにはえてる
キノコたベたらワライが
とまらないんだよー!!
 ワライタケだよ おなかは?<*A>","I dunno! I ate some weird mushrooms growing over there and now I can't stop laughing!
<Q>Oh, giggly shrooms!<|>How's your stomach?</Q><*A>","I dunno! I ate some weird mushrooms growing over there and now I can't stop laughing!
Oh, giggly shrooms! / How's your stomach?",0,"""Waraitake"" is the name of a (potentially?) psychedelic mushroom which doesn't have a common name in English. ""Giggly shrooms"" is just an euphemism."
0x1600ca,だってワライがとまらないんだもん なんで? もうきるよ?<*A>,"I can't... stop... laughing!
<Q>About what?<|>I'll hang up!</Q><*A>","I can't... stop... laughing!
About what? / I'll hang up!",0,
0x1600cc,なにそれー? ウヒヒヒ!<*2>,What's that? Eeheehee!<*2>,What's that? Eeheehee!,0,
0x1600ce,"え?おなか?
アハハ ダイジョウブー
だってジョウブだもーん<*2>","Oh, totally fine! Ahahahah! I've got a strong stomach!<*2>","Oh, totally fine! Ahahahah! I've got a strong stomach!",0,
0x1600d0,わかんなーいたすけてぇー!<*2>,I have no idea! Help meeeee!!<*2>,I have no idea! Help meeeee!!,0,
0x1600d2,あー!まってよー!!<*2>,"No, wait!!<*2>","No, wait!!",0,
#######,#163,,,,
0x1600d4,"やあ<&name>!
オイラといっしょに うたおう!
 いそがしいんだけど いいよ<*A>","Hey, <&name>! Sing with me!
<Q>I'm kinda busy<|>Okay</Q><*A>","Hey, <&name>! Sing with me!
I'm kinda busy / Okay",0,
0x1600d6,"えーそんなこといわないでさー
 またこんど チョットだけだよ<*A>","Awww, don't be like that...
<Q>Maybe next time<|>Fine, just a little</Q><*A>","Awww, don't be like that...
Maybe next time / Fine, just a little",0,
0x1600d8,"よかった みんなことわるんだ
なんでだろ?ラララララァー
 すっごいオンチ ラッララァー<*A>","Awesome! Everyone else refused. 
I wonder why? LALALALALA....
<Q>It's horrible!<|>LALALALA♪</Q><*A>","Awesome! Everyone else refused. 
I wonder why? LALALALALA....
It's horrible! / LALALALA♪",0,
0x1600da,えー わかったー<*2>,Alright.....<*2>,Alright.....,0,
0x1600dc,やったー イッパイうたうぞー!<*2>,"Yay!! Alright then, here we go!<*2>","Yay!! Alright then, here we go!",0,
0x1600de,ん?なんかいった?<*2>,Huh? Did you say something?<*2>,Huh? Did you say something?,0,
0x1600e0,おっ なかなかやるな!<*2>,"Hey, you're pretty good!<*2>","Hey, you're pretty good!",0,
#######,#164,,,,
0x1600e2,"なにかならいごとをしてみたいなぁなにがいいとおもう?
 ピアノ しゅうじ<*A>","I wanna pick up a new skill.. What should I go for?
<Q>Piano<|>Calligraphy</Q><*A>","I wanna pick up a new skill.. What should I go for?
Piano / Calligraphy",0,
0x1600e4,"ピアノか オレにぴったリだな!
 うん でもむずかしいよ!<*A>","Piano! That's perfect!
<Q>Yeah!<|>It's hard, though!</Q><*A>","Piano! That's perfect!
Yeah! / It's hard, though!",0,
0x1600e6,"しゅうじか でもオレ
カンジがかけないからなぁ
 そうか ソロバンは?<*A>","My handwriting's terrible, though...
<Q>Oh.<|>Mental math, then?</Q><*A>","My handwriting's terrible, though...
Oh. / Mental math, then?",0,"Kanji ain't no English thing! Also, abacuses aren't a cultural phenomenon. Changes ahoy."
0x1600e8,よーし ピアノならうぞ!<*2>,"Okay, I'll go for piano, then!<*2>","Okay, I'll go for piano, then!",0,
0x1600ea,むずかしいのはイヤダ やーめた<*2>,Nevermind then. I don't like difficult things.<*2>,Nevermind then. I don't like difficult things.,0,
0x1600ec,まずはじのベんきょうからだ!<*2>,I guess I'll start by improving my handwriting!<*2>,I guess I'll start by improving my handwriting!,0,
0x1600ee,それならイロイロやくだちそうだ<*2>,That sounds like it could be useful!<*2>,That sounds like it could be useful!,0,
#######,#165,,,,
0x1600f0,"デンジュウカイにもバスがあれば
ベんリなのになぁ
 そうだね うんてんしゅは?<*A>","It sure would be nice if the Denjuu World had a bus...
<Q>Yeah<|>Who would drive?</Q><*A>","It sure would be nice if the Denjuu World had a bus...
Yeah / Who would drive?",0,
0x1600f2,"バスのってみたいなあ
 のったことない? ベんリだよ<*A>","I'd like to try riding a bus sometime.
<Q>Haven't you?<|>It's convenient!</Q><*A>","I'd like to try riding a bus sometime.
Haven't you? / It's convenient!",0,
0x1600f4,"そっか じゃあメンキョとろ
 がんばって たいヘんだよ<*A>","Oh, yeah, someone has to drive... I guess I'll get a license!
<Q>Good luck!<|>It's hard</Q><*A>","Oh, yeah, someone has to drive... I guess I'll get a license!
Good luck! / It's hard",0,
0x1600f6,ないよ のるのがたのしみ<*2>,I haven't! I'm looking forward to it!<*2>,I haven't! I'm looking forward to it!,0,
0x1600f8,だよねぇ いいなぁ<*2>,Right? I can imagine.<*2>,Right? I can imagine.,0,
0x1600fa,"おう!オレがデンジュウカイに
バスをはしらせるぜ!<*2>",Let's do this! I'm gonna provide the Denjuu World with bus rides!<*2>,Let's do this! I'm gonna provide the Denjuu World with bus rides!,0,
0x1600fc,これからベんきょうだ!!<*2>,I'll start studying right away!<*2>,I'll start studying right away!,0,
#######,#166,,,,
0x1600fe,"オレもニンゲンカイにいったら
ガッコウにかようのか?
 うん ベつにいいんじゃない?<*A>","Maybe I should go to school if I ever go to the Human World?
<Q>Sure!<|>You don't have to.</Q><*A>","Maybe I should go to school if I ever go to the Human World?
Sure! / You don't have to.",0,
0x160100,"そっかートモダチできるかな?
 いくきなの? できるよ<*A>","Wonder if I could make friends there.
<Q>You wanna go to school?<|>For sure!</Q><*A>","Wonder if I could make friends there.
You wanna go to school? / For sure!",0,
0x160102,"じゃあオレはいかなくていいの?
 ニンゲンだけ いくのイヤ?<*A>","Oh, I don't have to go to school?
<Q>Only humans do.<|>You don't want to?</Q><*A>","Oh, I don't have to go to school?
Only humans do. / You don't want to?",0,
0x160104,モチロン!トモダチつくるぞー!<*2>,Totally! I'll make so many friends!<*2>,Totally! I'll make so many friends!,0,
0x160106,"ニンゲンカイでもバンゴウを
こうかんするの?<*2>",Do you trade phone numbers in the Human World too?<*2>,Do you trade phone numbers in the Human World too?,0,
0x160108,"そっかーいかなくていいのか
でもウンドウカイとかはでたいな<*2>","So I can skip school! I wanna show up for prom, though.<*2>","So I can skip school! I wanna show up for prom, though.",0,運動会 → prom
0x16010a,だって ベんきょうやだもん!!<*2>,I just really don't like studying...<*2>,I just really don't like studying...,0,
#######,#167,,,,
0x16010c,"うわー!たすけてー!
 どうしたの? にげろ!!<*A>","Aaaah! Save me!!
<Q>What happened?<|>Run!!</Q><*A>","Aaaah! Save me!!
What happened? / Run!!",0,
0x16010e,"ゴキブリがでたんだよー!!
 ヘぇー ぎゃー<*A>","There's a cockroach heeeere!
<Q>Cool<|>Waaah!</Q><*A>","There's a cockroach heeeere!
Cool / Waaah!",0,
0x160110,"こしがぬけてうごけないよ!!
 どうした? ダイジョウブ?<*A>","I'm too scared! My legs won't move!!
<Q>What is it?<|>Are you okay?</Q><*A>","I'm too scared! My legs won't move!!
What is it? / Are you okay?",0,
0x160112,なんとかしてよー!!<*2>,Do something!!<*2>,Do something!!,0,
0x160114,<&name>もキライ?じゃあたすけてもらえないじゃん!!<*2>,You're scared of them too?! You were my last hope!!<*2>,You're scared of them too?! You were my last hope!!,0,
0x160116,ゴッ ゴキブリー!!<*2>,A c-c-cockroach!!<*2>,A c-c-cockroach!!,0,
0x160118,ダメー!<*2>,Nooooo!<*2>,Nooooo!,0,
#######,#168,,,,
0x16011a,"さっきそこでオバケをみたんだよ
 うっそだー スゴイじゃん<*A>","I just saw a monster around here!
<Q>No way<|>Wow!</Q><*A>","I just saw a monster around here!
No way / Wow!",0,
0x16011c,"ホントだよ!!ホントにみたもん
 どんなの? おおきさは?<*A>","I'm serious! I really saw one!
<Q>What did it look like?<|>How big was it?</Q><*A>","I'm serious! I really saw one!
What did it look like? / How big was it?",0,
0x16011e,"『スゴイ』? <&name>はオバケヘいきなの?コワくない?
 あってみたいよ ぜんぜん<*A>","""Wow""? Aren't you afraid of monsters?
<Q>I'd like to see one<|>They're no prob</Q><*A>","""Wow""? Aren't you afraid of monsters?
I'd like to see one / They're no prob",0,
0x160120,"くろくって ながくって それで
『グモーッ』ってなくんだ!<*2>","It was long... and dark... and it said ""mwaaaaooo""!<*2>","It was long... and dark... and it said ""mwaaaaooo""!",0,
0x160122,ちっちゃかった<*2>,Tiny.<*2>,Tiny.,0,
0x160124,あってどうすんのさ!!<*2>,"What if you actually ran into one, though?!<*2>","What if you actually ran into one, though?!",0,
0x160126,"<&name>はいいなぁ
なにかあったらたすけてね<*2>","Man, you're cool... If anything happens, come save me!<*2>","Man, you're cool... If anything happens, come save me!",0,
#######,#169,,,,
0x160128,"デンワしてくれないけど
ボクのことキライなの?
 うん そんなことないよ<*A>","You haven't called me lately... Don't you like me?
<Q>I don't<|>I do!</Q><*A>","You haven't called me lately... Don't you like me?
I don't / I do!",0,
0x16012a,"えぇー!!そうだったのー!!
なにかワルイことした?
 ベつに うそうそ<*A>","Whaaat?! So I was right! What have I done?
<Q>Nothing<|>Just kidding</Q><*A>","Whaaat?! So I was right! What have I done?
Nothing / Just kidding",0,
0x16012c,"そう じゃあなんでデンワして
くれないの??
 わすれてた つぎからね<*A>","Why haven't you called me, then?
<Q>I forgot!<|>I'll try to remember</Q><*A>","Why haven't you called me, then?
I forgot! / I'll try to remember",0,
0x16012e,じゃあなんでだよー??<*2>,"What's the problem, then?!<*2>","What's the problem, then?!",0,
0x160130,"なんで<&name>は
いつもからかうんだよー!
びっくリするじゃん!<*2>",Why are you always playing around with me? It's scary!<*2>,Why are you always playing around with me? It's scary!,0,
0x160132,"えー!ボクそんなにインショウが
うすいのー??<*2>",Huh... I leave that weak of an impression?<*2>,Huh... I leave that weak of an impression?,0,
0x160134,ホント?たまにはかけてね!<*2>,Promise? Call me every now and then!<*2>,Promise? Call me every now and then!,0,
#######,#170,,,,
0x160136,"えーん えーん!!
 どうしたの? なになに?<*A>","Waaahh… *sniff* Waahhh!
<Q>What's the matter?<|>Ooh, what happened?</Q><*A>","Waaahh… *sniff* Waahhh!
What's the matter? / Ooh, what happened?",0,
